"ID";"Nombre";"ACTIVO";"PRECIO";"FOTO";"Cantidades";"CATEGORIAS";""
"162";"BUCOMORGYL";"1";"416.99";"https://inversionesrpz.com/ayuda/Fotosoriginales/Bucomorgyl.jpg";"10000";"10";""
"170";"AGRO HERMES CARPROFENO 50MG";"1";"292.42";"https://inversionesrpz.com/ayuda/Fotosoriginales/Carprofeno.jpg";"10000";"10";""
"178";"CAT TAB PLUS";"1";"75.44";"https://inversionesrpz.com/ayuda/Fotosoriginales/catTab.jpg";"10000";"10";""
"183";"CIPROFLOXACINA 250G";"1";"211.71";"https://inversionesrpz.com/ayuda/Fotosoriginales/Ciprofloxacina.jpg";"10000";"10";""
"189";"CIPZY";"1";"46.79";"https://inversionesrpz.com/ayuda/Fotosoriginales/Cipzy.jpg";"10000";"10";""
"191";"COLAMOXIL DR PET";"1";"327.51";"https://inversionesrpz.com/ayuda/Fotosoriginales/Colamoxil Dr Pet.jpg";"10000";"10";""
"193";"COLIRIO ANTIBIOTICO 10ML";"1";"266.68";"https://inversionesrpz.com/ayuda/Fotosoriginales/colirio antibiotico 10 ml.jpg";"10000";"10";""
"198";"TEA 327 COLLAR CACHORRO";"1";"470.79";"https://inversionesrpz.com/ayuda/Fotosoriginales/collar TEA Cachorro.jpg";"10000";"10";""
"200";"TEA 327 COLLAR PERRO GRANDE";"1";"600.04";"https://inversionesrpz.com/ayuda/Fotosoriginales/collar Tea Perro Grande.jpg";"10000";"10";""
"216";"TEA 327 COLLAR PERRO MEDIANO";"1";"524.01";"https://inversionesrpz.com/ayuda/Fotosoriginales/Collar Tea Perro Mediano.jpg";"10000";"10";""
"439";"COLONIA PET CARE 240ML";"1";"256.74";"https://inversionesrpz.com/ayuda/Fotosoriginales/Colonia Pet Care.jpg";"10000";"10";""
"445";"CONVICAN ";"1";"469.62";"https://inversionesrpz.com/ayuda/Fotosoriginales/Covican.jpg";"10000";"10";""
"446";"CREMA CICATRIZANTE DE CALOX 50";"1";"555.59";"https://inversionesrpz.com/ayuda/Fotosoriginales/Crema cicatrizante calox.jpg";"10000";"10";""
"447";"DOG TAB PLUS";"1";"101.18";"https://inversionesrpz.com/ayuda/Fotosoriginales/Dog tab plus.jpg";"10000";"10";""
"448";"DOG TAB PLUS GRANDE";"1";"202.35";"https://inversionesrpz.com/ayuda/Fotosoriginales/DogTab perro grande.jpg";"10000";"10";""
"449";"DOG TAB CACHORRO";"1";"341.54";"https://inversionesrpz.com/ayuda/Fotosoriginales/DogTab todo tipo de perro.jpg";"10000";"10";""
"452";"DOXICICLINA CALOX ";"1";"247.97";"https://inversionesrpz.com/ayuda/Fotosoriginales/Dolociclina Calox.jpg";"10000";"10";""
"453";"DOLOXICAM DR PET";"1";"183.64";"https://inversionesrpz.com/ayuda/Fotosoriginales/doloxicam Dr Pet.jpg";"10000";"10";""
"454";"DOXIKUM 10%";"1";"546.23";"https://inversionesrpz.com/ayuda/Fotosoriginales/Doxikum 10%.jpg";"10000";"10";""
"455";"OTI DR PET- 4";"1";"204.11";"https://inversionesrpz.com/ayuda/Fotosoriginales/Dr pet Oti-4.jpg";"10000";"10";""
"456";"ENDOLAV PLUS";"1";"231.01";"https://inversionesrpz.com/ayuda/Fotosoriginales/endolav.jpg";"10000";"10";""
"457";"ENROKUM";"1";"135.68";"https://inversionesrpz.com/ayuda/Fotosoriginales/Enrokum 5%.jpg";"10000";"10";""
"458";"FIPROLAV SPRAY 100 ML";"1";"409.97";"https://inversionesrpz.com/ayuda/Fotosoriginales/Fiprolav spray 100ml.jpg";"10000";"10";""
"459";"FIPROLAV SPRAY 250 ML";"1";"607.64";"https://inversionesrpz.com/ayuda/Fotosoriginales/Fiprolav spray 250ml.jpg";"10000";"10";""
"460";"FLOXACOL";"1";"251.48";"https://inversionesrpz.com/ayuda/Fotosoriginales/floxacol Dr pet.jpg";"10000";"10";""
"461";"DR PET FLOXSIL SUSPENSIÓN 50 ML";"1";"202.35";"https://inversionesrpz.com/ayuda/Fotosoriginales/floxil sus. 50ml.jpg";"10000";"10";""
"462";"FRONTLINE GATO ";"1";"546.82";"https://inversionesrpz.com/ayuda/Fotosoriginales/Frontline Gato.jpg";"10000";"10";""
"463";"FUNGAL ORAL 25 ML";"1";"243.29";"https://inversionesrpz.com/ayuda/Fotosoriginales/Fungal oral 25ml.jpg";"10000";"10";""
"464";"FUNGAL TOPICO 50ML";"1";"399.44";"https://inversionesrpz.com/ayuda/Fotosoriginales/Fungal topico 50ml.jpg";"10000";"10";""
"465";"VIMOFARM GASTRINE 50ML";"1";"2090.78";"https://inversionesrpz.com/ayuda/Fotosoriginales/Gastrine 50 ml.jpg";"10000";"10";""
"466";"GEL MENTOLADO DEQUINO 480GRS";"1";"219.31";"https://inversionesrpz.com/ayuda/Fotosoriginales/gel mentolado arnica DEQUINO.jpg";"10000";"10";""
"467";"GEL MENTOLADO DEQUINO CON ARNICA 480GR";"1";"219.31";"https://inversionesrpz.com/ayuda/Fotosoriginales/gel mentolado DEQUINO.jpg";"10000";"10";""
"468";"CHAMPU GENICZIME 400ML";"1";"460.85";"https://inversionesrpz.com/ayuda/Fotosoriginales/Geniczime 400 ml.jpg";"10000";"10";""
"469";"CHAMPU GENICZIME 250ML";"1";"369.03";"https://inversionesrpz.com/ayuda/Fotosoriginales/Genizime 250 ml.jpg";"10000";"10";""
"470";"BAÑO INSECTICIDA GEVETCA 50 ML";"1";"173.7";"https://inversionesrpz.com/ayuda/Fotosoriginales/Gevecta 50 ml.jpg";"10000";"10";""
"471";"HEPATOPROTECTOR 500ML";"1";"1672.62";"https://inversionesrpz.com/ayuda/Fotosoriginales/Hepaprotector 500 ml.jpg";"10000";"10";""
"472";"IODISOL";"1";"123.98";"https://inversionesrpz.com/ayuda/Fotosoriginales/iodisol.jpg";"10000";"10";""
"473";"JABON KAWU ECTOPARASITICIDA";"1";"77.78";"https://inversionesrpz.com/ayuda/Fotosoriginales/Jabon Ectoparasiticida  Kawu.jpg";"10000";"10";""
"474";"KETOPROFENO CALOX";"1";"129.83";"https://inversionesrpz.com/ayuda/Fotosoriginales/ketoprofeno calox.jpg";"10000";"10";""
"475";"KEXA 10CM";"1";"135.68";"https://inversionesrpz.com/ayuda/Fotosoriginales/Kexa.jpg";"10000";"10";""
"476";"KURADERM PLATA";"1";"530.44";"https://inversionesrpz.com/ayuda/Fotosoriginales/Kuraderm plata.jpg";"10000";"10";""
"477";"LAVEFORTE 120ML";"1";"341.54";"https://inversionesrpz.com/ayuda/Fotosoriginales/Laveforte 120ml.jpg";"10000";"10";""
"478";"LAVESANA POMADA 15GR";"1";"288.91";"https://inversionesrpz.com/ayuda/Fotosoriginales/Lavesana 15g.jpg";"10000";"10";""
"480";"LAVESANA POMADA 100GR";"1";"630.45";"https://inversionesrpz.com/ayuda/Fotosoriginales/lavezana pomada 15g.jpg";"10000";"10";""
"481";"CHAMPU LINVET 200ML";"1";"204.11";"https://inversionesrpz.com/ayuda/Fotosoriginales/Linvet pulguicida.jpg";"10000";"10";""
"482";"LISOCAN CACHORRO ";"1";"307.04";"https://inversionesrpz.com/ayuda/Fotosoriginales/Lisocan cachorro.jpg";"10000";"10";""
"483";"LISOCAN RAZA MEDIANAS";"1";"371.37";"https://inversionesrpz.com/ayuda/Fotosoriginales/Lisocan raza mediana.jpg";"10000";"10";""
"484";"LISOCAN RAZA GRANDES";"1";"500.03";"https://inversionesrpz.com/ayuda/Fotosoriginales/Lisocan razas grandes.jpg";"10000";"10";""
"486";"LISODEX SOL ANTISEPTICA 120ML";"1";"424";"https://inversionesrpz.com/ayuda/Fotosoriginales/Lisodex 120 ml.jpg";"10000";"10";""
"487";"LIZOVET GEL INMUNO 60ML";"1";"551.5";"https://inversionesrpz.com/ayuda/Fotosoriginales/Lisovet gel 60.jpg";"10000";"10";""
"488";"LORATADINA 10MG 10 TAB";"1";"131";"https://inversionesrpz.com/ayuda/Fotosoriginales/Loratadina 10ml.jpg";"10000";"10";""
"489";"MATAGUSANO EQ335";"1";"469.62";"https://inversionesrpz.com/ayuda/Fotosoriginales/Matagusano EQ335.jpg";"10000";"10";""
"502";"MELOVET PLUS";"1";"58.48";"https://inversionesrpz.com/ayuda/Fotosoriginales/Melovet plus.jpg";"10000";"10";""
"503";"METADOL DR PET";"1";"389.5";"https://inversionesrpz.com/ayuda/Fotosoriginales/Metadol Dr Pet.jpg";"10000";"10";""
"511";"MIRRAPEL 236 ML";"1";"1043.93";"https://inversionesrpz.com/ayuda/Fotosoriginales/Mirrapel 236ml.jpg";"10000";"10";""
"512";"NIMESULIDE 10 TAB";"1";"102.35";"https://inversionesrpz.com/ayuda/Fotosoriginales/Nimesulide 10tab.jpg";"10000";"10";""
"514";"OFLIMED 15ML";"1";"304.11";"https://inversionesrpz.com/ayuda/Fotosoriginales/OFLIMED 15ML.jpg";"10000";"10";""
"515";"OMEPRAZOL 20MG CALOX";"1";"166.09";"https://inversionesrpz.com/ayuda/Fotosoriginales/Omeprazol Calox20mg.jpg";"10000";"10";""
"516";"SIGMA OTISIG 10 ML";"1";"149.13";"https://inversionesrpz.com/ayuda/Fotosoriginales/Otisig.jpg";"10000";"10";""
"522";"OTREK";"1";"194.75";"https://inversionesrpz.com/ayuda/Fotosoriginales/Otrek.jpg";"10000";"10";""
"524";"PREDNISONA 50MG";"1";"150.89";"https://inversionesrpz.com/ayuda/Fotosoriginales/Pednisona 50 mg.jpg";"10000";"10";""
"588";"PENTAVIVAL SOL. ORAL";"1";"275.46";"https://inversionesrpz.com/ayuda/Fotosoriginales/Pentavival sol Oral.jpg";"10000";"10";""
"589";"PEPIDERM";"1";"105.85";"https://inversionesrpz.com/ayuda/Fotosoriginales/Pepiderm.jpg";"10000";"10";""
"590";"PETCIP-D 15ML";"1";"67.26";"https://inversionesrpz.com/ayuda/Fotosoriginales/Petcip 15 ml.jpg";"10000";"10";""
"591";"POLVO PERUANO";"1";"85.97";"https://inversionesrpz.com/ayuda/Fotosoriginales/Polvo Peruano.jpg";"10000";"10";""
"592";"POMADA ANTIBIOTICA OCULAR";"1";"314.64";"https://inversionesrpz.com/ayuda/Fotosoriginales/Pomada antibiotica ocular.jpg";"10000";"10";""
"593";"POMADA YODURADA 100GRS";"1";"276.63";"https://inversionesrpz.com/ayuda/Fotosoriginales/Pomada Yodurante 100grs.jpg";"10000";"10";""
"594";"PRAMECTINA 4TAB";"1";"211.12";"https://inversionesrpz.com/ayuda/Fotosoriginales/Pramectina 4 tab.jpg";"10000";"10";""
"595";"PREDNISONA 5MG";"1";"107.02";"https://inversionesrpz.com/ayuda/Fotosoriginales/Prednisona Calox 5mg.jpg";"10000";"10";""
"596";"QUIET X10 TAB CALOX";"1";"194.16";"https://inversionesrpz.com/ayuda/Fotosoriginales/Quiet.jpg";"10000";"10";""
"597";"CHAMPU COSMETICO PET CARE 240ML";"1";"187.15";"https://inversionesrpz.com/ayuda/Fotosoriginales/sahmpoo cosmetico pet care.jpg";"10000";"10";""
"598";"SANIDOG CORRECTOR DERMICO 60ML";"1";"207.62";"https://inversionesrpz.com/ayuda/Fotosoriginales/Sanidog.jpg";"10000";"10";""
"599";"CHAMPU +KOTAS ANTIMICOTICO 400ML";"1";"231.01";"https://inversionesrpz.com/ayuda/Fotosoriginales/Shampoo antimicotico.jpg";"10000";"10";""
"600";"CHAMPU KAWU ANTIPARASITARIO 250ML";"1";"152.06";"https://inversionesrpz.com/ayuda/Fotosoriginales/Shampoo antiparacitario.jpg";"10000";"10";""
"601";"CHAMPU +KOTAS ANTI PULGAS Y GARRAPATAS ";"1";"231.01";"https://inversionesrpz.com/ayuda/Fotosoriginales/Shampoo antipulgas y garrapatas.jpg";"10000";"10";""
"602";"CHAMPU CHIMPI DOG 250ML";"1";"140.36";"https://inversionesrpz.com/ayuda/Fotosoriginales/shampoo chimpi.jpg";"10000";"10";""
"603";"CHAMPU +KOTAS COSMETICO PARA CACHORRO";"1";"198.26";"https://inversionesrpz.com/ayuda/Fotosoriginales/Shampoo cosmetico cachorro.jpg";"10000";"10";""
"604";"CHAMPU +KOTAS COSMETICO PARA CORTO";"1";"198.26";"https://inversionesrpz.com/ayuda/Fotosoriginales/Shampoo cosmetico pelo corto.jpg";"10000";"10";""
"605";"CHAMPU +KOTAS COSMETICO PARA LARGO";"1";"180.13";"https://inversionesrpz.com/ayuda/Fotosoriginales/Shampoo cosmetico pelo largo.jpg";"10000";"10";""
"606";"CHAMPU FARM EMBELLECEDOR";"1";"370.2";"https://inversionesrpz.com/ayuda/Fotosoriginales/shampoo embellecedor farm pet.jpg";"10000";"10";""
"607";"CHAMPU FARM DERMATOLOGICO ";"1";"409.38";"https://inversionesrpz.com/ayuda/Fotosoriginales/shampoo farm pet dermatologico.jpg";"10000";"10";""
"608";"CHAMPU FARM MED GARRAPATICIDA ";"1";"409.38";"https://inversionesrpz.com/ayuda/Fotosoriginales/shampoo farm pet garrapaticida.jpg";"10000";"10";""
"609";"CHAMPU FARM REPELENTE";"1";"374.29";"https://inversionesrpz.com/ayuda/Fotosoriginales/shampoo farm pet repelente.jpg";"10000";"10";""
"610";"CHAMPU +KOTAS MEDICADO 400ML";"1";"263.76";"https://inversionesrpz.com/ayuda/Fotosoriginales/Shampoo medicado.jpg";"10000";"10";""
"611";"SHAMPOO NELEES 200 ML";"1";"189.49";"https://inversionesrpz.com/ayuda/Fotosoriginales/Shampoo nelees 200 ml.jpg";"10000";"10";""
"612";"SHAMPOO NELEES 450 ML";"1";"295.93";"https://inversionesrpz.com/ayuda/Fotosoriginales/shampoo nelees 450ml.jpg";"10000";"10";""
"613";"CHAMPU VIMADOG CON AMITRAZ";"1";"131";"https://inversionesrpz.com/ayuda/Fotosoriginales/shampoo vimadog amitraz.jpg";"10000";"10";""
"614";"CHAMPU VIMADOG CACHORRO";"1";"122.23";"https://inversionesrpz.com/ayuda/Fotosoriginales/Shampoo vimadog cosmetico cachorro.jpg";"10000";"10";""
"615";"CHAMPU VIMADOG INSECTICIDA PELO CLARO";"1";"131";"https://inversionesrpz.com/ayuda/Fotosoriginales/Shampoo vimadog insecticida pelo claro.jpg";"10000";"10";""
"616";"CHAMPU VIMADOG INSECTICIDA PELO OSCURO";"1";"131";"https://inversionesrpz.com/ayuda/Fotosoriginales/Shampoo vimadog insecticida pelo oscuro.jpg";"10000";"10";""
"617";"CHAMPU VIMADOG COSMETICO PELO CORTO";"1";"122.23";"https://inversionesrpz.com/ayuda/Fotosoriginales/shampoo vimadog pelo corto.jpg";"10000";"10";""
"618";"CHAMPU VIMADOG COSMETICO PELO OSCURO";"1";"122.23";"https://inversionesrpz.com/ayuda/Fotosoriginales/Shampooo vimadog cosmetico pelo oscuro.jpg";"10000";"10";""
"619";"TALCO CHIMPI DOG 100GRS";"1";"116.97";"https://inversionesrpz.com/ayuda/Fotosoriginales/Talco chimpi dog.jpg";"10000";"10";""
"620";"TRISAK";"1";"161.41";"https://inversionesrpz.com/ayuda/Fotosoriginales/Trisak.jpg";"10000";"10";""
"621";"TRISULPET";"1";"355.58";"https://inversionesrpz.com/ayuda/Fotosoriginales/Trisulpet.jpg";"10000";"10";""
"622";"TRISULPET DR PET";"1";"361.43";"https://inversionesrpz.com/ayuda/Fotosoriginales/Trisulpet Dr Pet.jpg";"10000";"10";""
"623";"VITA PLUS X60 TAB";"1";"618.17";"https://inversionesrpz.com/ayuda/Fotosoriginales/Vita Puppy.jpg";"10000";"10";""
"624";"WORMIBEST";"1";"62.58";"https://inversionesrpz.com/ayuda/Fotosoriginales/Wormibest.jpg";"10000";"10";""
"625";"XERUK";"1";"242.71";"https://inversionesrpz.com/ayuda/Fotosoriginales/xeruk.jpg";"10000";"10";""
"626";"ZIPYRAN PLUS ";"1";"67.84";"https://inversionesrpz.com/ayuda/Fotosoriginales/zypiran tab.jpg";"10000";"10";""
"";"";"";"";"";"";"";""
