Product ID;Imagen;Precio (imp, incl,);;;;
31;https://inversionesrpz.com/31/mayonesa-presentacion-175g.jpg;18,48;19,99;0,540514069;4,3545E-19;19,99
32;https://inversionesrpz.com/32/mayonesa-presentacion-175g.jpg;17,48;18,91;0,571435927;4,1511E-20;18,91
33;https://inversionesrpz.com/33/mayonesa-presentacion-900g.jpg;0;0,00;#¡DIV/0!;3,9572E-21;0,00
40;https://inversionesrpz.com/40/sal-refinada-presentacion-1kgg.jpg;0;0,00;#¡DIV/0!;3,77235E-22;0,00
41;https://inversionesrpz.com/41/sal-refinada-presentacion-1kgg.jpg;0;0,00;#¡DIV/0!;3,59614E-23;0,00
44;https://inversionesrpz.com/131/salsa-ketchup-presentacion-de-198g.jpg;0;0,00;#¡DIV/0!;3,42816E-24;0,00
45;https://inversionesrpz.com/130/carne-para-bistek-de-primera.jpg;0;0,00;#¡DIV/0!;3,26803E-25;0,00
46;https://inversionesrpz.com/129/carne-para-guisar-de-primera.jpg;0;0,00;#¡DIV/0!;3,11537E-26;0,00
47;https://inversionesrpz.com//carne-molida-de-primera.jpg;0;0,00;#¡DIV/0!;2,96985E-27;0,00
54;https://inversionesrpz.com/54/sal-refinada-presentacion-1kgg.jpg;0;0,00;#¡DIV/0!;2,83113E-28;0,00
55;https://inversionesrpz.com/55/sal-refinada-presentacion-1kgg.jpg;0;0,00;#¡DIV/0!;2,69888E-29;0,00
56;https://inversionesrpz.com/56/salsa-ketchup-presentacion-de-397g.jpg;0;0,00;#¡DIV/0!;2,57281E-30;0,00
57;https://inversionesrpz.com/121/salsa-ketchup-presentacion-de-397g.jpg;0;0,00;#¡DIV/0!;2,45263E-31;0,00
58;https://inversionesrpz.com/119/salsa-ketchup-presentacion-de-198g.jpg;0;0,00;#¡DIV/0!;2,33807E-32;0,00
59;https://inversionesrpz.com/59/carne-para-bistek-de-primera.jpg;0;0,00;#¡DIV/0!;2,22886E-33;0,00
60;https://inversionesrpz.com/60/carne-para-guisar-de-primera.jpg;0;0,00;#¡DIV/0!;2,12474E-34;0,00
61;https://inversionesrpz.com/118/carne-molida-de-primera.jpg;0;0,00;#¡DIV/0!;2,02549E-35;0,00
62;https://inversionesrpz.com/62/carne-para-desmechar-de-primera.jpg;0;0,00;#¡DIV/0!;1,93088E-36;0,00
63;https://inversionesrpz.com/63/chuleta-ahumada-de-cochino.jpg;0;0,00;#¡DIV/0!;1,84069E-37;0,00
64;https://inversionesrpz.com/64/chuleta-de-res.jpg;0;0,00;#¡DIV/0!;1,75471E-38;0,00
65;https://inversionesrpz.com/65/chuleta-de-cochino.jpg;0;0,00;#¡DIV/0!;1,67274E-39;0,00
66;https://inversionesrpz.com/66/chuleton.jpg;0;0,00;#¡DIV/0!;1,59461E-40;0,00
67;https://inversionesrpz.com/67/cochino-costilla.jpg;0;0,00;#¡DIV/0!;1,52012E-41;0,00
68;https://inversionesrpz.com/68/patas-de-cochino.jpg;0;0,00;#¡DIV/0!;1,44911E-42;0,00
69;https://inversionesrpz.com/69/pernil.jpg;0;0,00;#¡DIV/0!;1,38142E-43;0,00
70;https://inversionesrpz.com/70/hueso-rojo.jpg;0;0,00;#¡DIV/0!;1,3169E-44;0,00
71;https://inversionesrpz.com/71/lagarto-con-hueso.jpg;0;0,00;#¡DIV/0!;1,25538E-45;0,00
72;https://inversionesrpz.com/72/lagarto-sin-hueso.jpg;0;0,00;#¡DIV/0!;1,19674E-46;0,00
73;https://inversionesrpz.com/73/pollo-carapacho.jpg;0;0,00;#¡DIV/0!;1,14084E-47;0,00
74;https://inversionesrpz.com/74/pollo-churrasco.jpg;0;0,00;#¡DIV/0!;1,08755E-48;0,00
75;https://inversionesrpz.com/75/pollo-entero.jpg;0;0,00;#¡DIV/0!;1,03675E-49;0,00
76;https://inversionesrpz.com/76/higado-de-pollo.jpg;0;0,00;#¡DIV/0!;9,88322E-51;0,00
77;https://inversionesrpz.com/77/pollo-milanesa.jpg;0;0,00;#¡DIV/0!;9,42157E-52;0,00
78;https://inversionesrpz.com/78/pollo-molleja.jpg;0;0,00;#¡DIV/0!;8,98147E-53;0,00
79;https://inversionesrpz.com/79/muslo-de-pollo.jpg;0;0,00;#¡DIV/0!;8,56194E-54;0,00
80;https://inversionesrpz.com/80/patas-de-pollo.jpg;0;0,00;#¡DIV/0!;8,162E-55;0,00
81;https://inversionesrpz.com/81/pechuga-de-pollo-con-hueso.jpg;0;0,00;#¡DIV/0!;7,78074E-56;0,00
82;https://inversionesrpz.com/82/picadillo-de-pollo.jpg;0;0,00;#¡DIV/0!;7,4173E-57;0,00
83;https://inversionesrpz.com/83/punta-trasera.jpg;0;0,00;#¡DIV/0!;7,07083E-58;0,00
84;https://inversionesrpz.com/84/costilla-de-res.jpg;0;0,00;#¡DIV/0!;6,74054E-59;0,00
85;https://inversionesrpz.com/85/lomito-de-res.jpg;0;0,00;#¡DIV/0!;6,42568E-60;0,00
86;https://inversionesrpz.com/86/solomo-de-res.jpg;0;0,00;#¡DIV/0!;6,12553E-61;0,00
87;https://inversionesrpz.com/87/coca-cola-2-lts.jpg;0;0,00;#¡DIV/0!;5,8394E-62;0,00
88;https://inversionesrpz.com/88/coca-cola-15-lts.jpg;0;0,00;#¡DIV/0!;5,56663E-63;0,00
89;https://inversionesrpz.com/89/coca-cola-1-lts.jpg;0;0,00;#¡DIV/0!;5,30661E-64;0,00
90;https://inversionesrpz.com/90/pepsi-2-lts.jpg;0;0,00;#¡DIV/0!;5,05873E-65;0,00
91;https://inversionesrpz.com/117/pepsi-15-lts.jpg;0;0,00;#¡DIV/0!;4,82243E-66;0,00
92;https://inversionesrpz.com/92/pepsi-1-lts.jpg;0;0,00;#¡DIV/0!;4,59717E-67;0,00
93;https://inversionesrpz.com/93/glup-cola-1-lts.jpg;0;0,00;#¡DIV/0!;4,38243E-68;0,00
94;https://inversionesrpz.com/94/glup-cola-2-lts.jpg;0;0,00;#¡DIV/0!;4,17772E-69;0,00
95;https://inversionesrpz.com/95/gatorade.jpg;0;0,00;#¡DIV/0!;3,98258E-70;0,00
96;https://inversionesrpz.com/116/jabon-en-polvo-ace-1-kg.jpg;0;0,00;#¡DIV/0!;3,79655E-71;0,00
97;https://inversionesrpz.com/115/lavaplatos-kris.jpg;0;0,00;#¡DIV/0!;3,61921E-72;0,00
98;https://inversionesrpz.com/114/cloro-kris-1-lts.jpg;12,99;14,05;0,768953041;3,45015E-73;14,05
99;https://inversionesrpz.com/113/cloro-kris-38-lts.jpg;0;0,00;#¡DIV/0!;3,28899E-74;0,00
100;https://inversionesrpz.com/112/jabon-azul-panela-las-llaves.jpg;0;0,00;#¡DIV/0!;3,13536E-75;0,00
101;https://inversionesrpz.com/111/toallas-sanitarias-alive.jpg;0;0,00;#¡DIV/0!;2,9889E-76;0,00
102;https://inversionesrpz.com/133/afeitadora-maturbe.jpg;0;0,00;#¡DIV/0!;2,84929E-77;0,00
103;https://inversionesrpz.com/110/papel-higienico-lucianos.jpg;8,49;9,18;1,176525324;2,71619E-78;9,18
104;https://inversionesrpz.com/109/desodorante-lady-speed-stick.jpg;0;0,00;#¡DIV/0!;2,58932E-79;0,00
105;https://inversionesrpz.com/108/jabon-lux.jpg;0;0,00;#¡DIV/0!;2,46837E-80;0,00
106;https://inversionesrpz.com/107/crama-dental-colgate-plax.jpg;16,48;17,83;0,606110437;2,35307E-81;17,83
107;https://inversionesrpz.com/135/bulto-de-harina-de-maiz-pan-amarilla-1-kg.jpg;0;0,00;#¡DIV/0!;2,24315E-82;0,00
109;https://inversionesrpz.com/137/combo-quincenal.jpg;29,58;32,00;0,337684246;2,13837E-83;32,00
114;https://inversionesrpz.com/138/harina-pan-blanca-1k.jpg;15,64;16,92;0,638663683;2,03848E-84;16,92
115;https://inversionesrpz.com/140/harina-de-maiz-blanca-juana-1kg.jpg;12,76;13,80;0,78281348;1,94326E-85;13,80
116;https://inversionesrpz.com/141/harina-de-maiz-blanca-kaly-1kg.jpg;13,91;15,05;0,718094896;1,85249E-86;15,05
117;https://inversionesrpz.com/142/harina-de-trigo-dulce-mar-leudante-1kg.jpg;16,8;18,17;0,594565476;1,76596E-87;18,17
118;https://inversionesrpz.com/143/harina-de-trigo-dulce-mar-todo-uso-1kg.jpg;16,8;18,17;0,594565476;1,68347E-88;18,17
119;https://inversionesrpz.com/144/harina-de-trigo-dona-maria-1kg.jpg;16,8;18,17;0,594565476;1,60483E-89;18,17
120;https://inversionesrpz.com/145/harina-de-trigo-ronco-todo-uso-1kg.jpg;18,54;20,06;0,538764833;1,52987E-90;20,06
121;https://inversionesrpz.com/146/harina-de-trigo-ronco-leudante-1kg.jpg;20,28;21,94;0,492539448;1,45841E-91;21,94
122;https://inversionesrpz.com/147/aceite-de-maiz-mazeite-1l.jpg;57,93;62,67;0,172427067;1,39028E-92;62,67
123;https://inversionesrpz.com/148/aceite-coamo-de-soya-900ml.jpg;28,27;30,58;0,353332154;1,32534E-93;30,58
124;https://inversionesrpz.com/149/aceite-corcovado-900ml.jpg;26,07;28,20;0,383149214;1,26343E-94;28,20
126;https://inversionesrpz.com/150/aceite-vatel-soya-1l.jpg;34,77;37,62;0,287279264;1,20442E-95;37,62
127;https://inversionesrpz.com/151/aceite-vatel-soya-500ml.jpg;0;0,00;#¡DIV/0!;1,14816E-96;0,00
128;https://inversionesrpz.com/152/aceitunas-casa-de-fruta-rellenas-180gr.jpg;0;0,00;#¡DIV/0!;1,09453E-97;0,00
129;https://inversionesrpz.com/153/aceitunas-enteras-verdes-casa-de-fruta-240gr.jpg;0;0,00;#¡DIV/0!;1,0434E-98;0,00
130;https://inversionesrpz.com/154/avena-en-hojuelas-don-pancho-400gr.jpg;17,38;18,80;0,57472382;9,9466E-100;18,80
131;https://inversionesrpz.com/155/avena-en-hojuelas-pantera-400gr.jpg;12,75;13,79;0,783427451;9,482E-101;13,79
132;https://inversionesrpz.com/156/avena-en-hojuelas-pantera-800gr.jpg;21,44;23,19;0,465890858;9,0391E-102;23,19
133;https://inversionesrpz.com/157/avena-en-hojuelas-quaker-200gr.jpg;11,59;12,54;0,861837791;8,6169E-103;12,54
134;https://inversionesrpz.com/158/arroz-mary-superior-1kg.jpg;11,59;12,54;0,861837791;8,2144E-104;12,54
135;https://inversionesrpz.com/159/arroz-mary-premium-1kg.jpg;13,33;14,42;0,749339835;7,8306E-105;14,42
137;https://inversionesrpz.com/161/atun-margarita-en-aceite-140gr.jpg;27,81;30,09;0,359176555;7,4649E-106;30,09
139;https://inversionesrpz.com/162/atun-the-king-of-the-seas-170gr.jpg;17,96;19,43;0,556163697;7,1162E-107;19,43
140;https://inversionesrpz.com/163/azucar-montalban-1kg.jpg;15,64;16,92;0,638663683;6,7838E-108;16,92
141;https://inversionesrpz.com/164/azucar-la-pastora-1kg.jpg;16,22;17,55;0,615826141;6,4669E-109;17,55
143;https://inversionesrpz.com/166/caraotas-negras-venela-500gr.jpg;0;0,00;#¡DIV/0!;6,1648E-110;0,00
144;https://inversionesrpz.com/167/caraotas-rojas-venela-500gr.jpg;24,34;26,33;0,410382087;5,8769E-111;26,33
146;https://inversionesrpz.com/168/caraotas-pantera-negras-454gr.jpg;14,49;15,68;0,689351277;5,6023E-112;15,68
147;https://inversionesrpz.com/169/caraotas-pantera-negras-900gr.jpg;27,81;30,09;0,359176555;5,3406E-113;30,09
148;https://inversionesrpz.com/170/cafe-brasil-100gr.jpg;0;0,00;#¡DIV/0!;5,0912E-114;0,00
150;https://inversionesrpz.com/171/cafe-brasil-200gr.jpg;30,13;32,60;0,33152008;4,8534E-115;32,60
152;https://inversionesrpz.com/173/cafe-brasil-500gr.jpg;69,52;75,21;0,143680955;4,6267E-116;75,21
153;https://inversionesrpz.com/174/cafe-amanecer-100gr.jpg;15,07;16,30;0,662820173;4,4105E-117;16,30
155;https://inversionesrpz.com/176/cafe-amanecer-200gr.jpg;28,39;30,71;0,351838676;4,2045E-118;30,71
156;https://inversionesrpz.com/177/cafe-amanecer-500gr.jpg;70,68;76,46;0,141322864;4,0081E-119;76,46
158;https://inversionesrpz.com/178/cafe-arauca-100gr.jpg;24,34;26,33;0,410382087;3,8209E-120;26,33
159;https://inversionesrpz.com/179/cafe-arauca-200gr.jpg;0;0,00;#¡DIV/0!;3,6424E-121;0,00
160;https://inversionesrpz.com/180/cafe-flor-de-arauca-250gr.jpg;0;0,00;#¡DIV/0!;3,4723E-122;0,00
161;https://inversionesrpz.com/181/cafe-madrid-100gr.jpg;13,91;15,05;0,718094896;3,3101E-123;15,05
163;https://inversionesrpz.com/183/cafe-madrid-250gr.jpg;33,61;36,36;0,297194287;3,1555E-124;36,36
164;https://inversionesrpz.com/184/cafe-madrid-500gr.jpg;63,73;68,95;0,156734662;3,0081E-125;68,95
165;https://inversionesrpz.com/185/cafe-fama-de-america-100gr.jpg;11,59;12,54;0,861837791;2,8676E-126;12,54
166;https://inversionesrpz.com/186/cafe-fama-de-america-200gr.jpg;24,34;26,33;0,410382087;2,7336E-127;26,33
167;https://inversionesrpz.com/187/cafe-fama-de-america-250gr.jpg;31,29;33,85;0,319229786;2,6059E-128;33,85
168;https://inversionesrpz.com/188/cafe-fama-de-america-500gr.jpg;63,15;68,32;0,158174188;2,4842E-129;68,32
169;https://inversionesrpz.com/189/cerelac-100gr.jpg;0;0,00;#¡DIV/0!;2,3682E-130;0,00
171;https://inversionesrpz.com/190/nestle-cerelac-sachet-400gr.jpg;54,46;58,92;0,183413515;2,2575E-131;58,92
172;https://inversionesrpz.com/191/nestle-cerelac-sachet-900gr.jpg;110,07;119,08;0,090748615;2,1521E-132;119,08
173;https://inversionesrpz.com/192/crema-de-arroz-agua-blanca-450gr.jpg;9,27;10,03;1,077529666;2,0516E-133;10,03
174;https://inversionesrpz.com/193/crema-de-arroz-mary-450gr.jpg;8,69;9,40;1,149447641;1,9557E-134;9,40
175;https://inversionesrpz.com/194/crema-de-arroz-polly-450gr.jpg;18,54;20,06;0,538764833;1,8644E-135;20,06
176;https://inversionesrpz.com/195/pasta-allegri-codos-1kg.jpg;0;0,00;#¡DIV/0!;1,7773E-136;0,00
177;https://inversionesrpz.com/196/pasta-mary-plumitas-1kg.jpg;0;0,00;#¡DIV/0!;1,6943E-137;0,00
179;https://inversionesrpz.com/197/pasta-vermicelli-allegri-1kg.jpg;0;0,00;#¡DIV/0!;1,6151E-138;0,00
180;https://inversionesrpz.com/198/pasta-vermicelli-horizonte-1kg.jpg;18,54;20,06;0,538764833;1,5397E-139;20,06
181;https://inversionesrpz.com/199/pasta-vermicelli-mary-1kg.jpg;16,8;18,17;0,594565476;1,4678E-140;18,17
182;https://inversionesrpz.com//bulto-de-arroz-mary.jpg;0;0,00;#¡DIV/0!;1,3992E-141;0,00
184;https://inversionesrpz.com/200/diablitos-underwood-54gr.jpg;17,96;19,43;0,556163697;1,3338E-142;19,43
185;https://inversionesrpz.com/201/diablitos-under-wood-115gr.jpg;29,55;31,97;0,338027073;1,2715E-143;31,97
186;https://inversionesrpz.com/202/lentejas-venela-500gr.jpg;14,49;15,68;0,689351277;1,2121E-144;15,68
187;https://inversionesrpz.com/203/lentejas-pantera-500gr.jpg;0;0,00;#¡DIV/0!;1,1555E-145;0,00
188;https://inversionesrpz.com/204/lentejas-pantera-900gr.jpg;34,77;37,62;0,287279264;1,1015E-146;37,62
190;https://inversionesrpz.com/206/leche-en-polvo-completa-la-campestre900gr.jpg;104,28;112,81;0,095787303;1,0501E-147;112,81
192;https://inversionesrpz.com/207/leche-en-polvo-completa-la-campestre-500gr.jpg;62,57;67,69;0,159640403;1,001E-148;67,69
194;https://inversionesrpz.com/209/leche-en-polvo-la-campina-900gr.jpg;101,96;110,30;0,09796685;9,5428E-150;110,30
195;https://inversionesrpz.com/210/leche-en-polvo-semidescremada-la-campina-900gr.jpg;101,96;110,30;0,09796685;9,0971E-151;110,30
196;https://inversionesrpz.com/211/leche-en-polvo-completa-do-bon-120gr.jpg;12,75;13,79;0,783427451;8,6721E-152;13,79
197;https://inversionesrpz.com/212/leche-en-polvo-completa-do-bon-200gr.jpg;17,38;18,80;0,57472382;8,267E-153;18,80
199;https://inversionesrpz.com/213/leche-en-polvo-completa-400gr.jpg;0;0,00;#¡DIV/0!;7,8809E-154;0,00
201;https://inversionesrpz.com/214/leche-liquida-descremada-purisima-1l.jpg;22,02;23,82;0,453619437;7,5127E-155;23,82
202;https://inversionesrpz.com/215/leche-liquida-completa-purisima-1l.jpg;23,18;25,08;0,430918896;7,1618E-156;25,08
203;https://inversionesrpz.com/216/leche-liquida-descremada-la-pastorena-1l.jpg;19,7;21,31;0,507040609;6,8273E-157;21,31
204;https://inversionesrpz.com/217/leche-liquida-completa-la-pastorena-1l.jpg;20,28;21,94;0,492539448;6,5084E-158;21,94
205;https://inversionesrpz.com/218/maizina-americana-90gr.jpg;8,11;8,77;1,231652281;6,2044E-159;8,77
206;https://inversionesrpz.com/219/maizina-americana-200gr.jpg;16,22;17,55;0,615826141;5,9145E-160;17,55
207;https://inversionesrpz.com/220/maizina-americana-800gr.jpg;55,62;60,17;0,179588278;5,6383E-161;60,17
209;https://inversionesrpz.com/221/mayonesa-mavesa-36kg.jpg;0;0,00;#¡DIV/0!;5,3749E-162;0,00
210;https://inversionesrpz.com/222/mayonesa-kraft-445gr.jpg;41,71;45,12;0,239479741;5,1238E-163;45,12
211;https://inversionesrpz.com/223/mayonesa-fergos-175gr.jpg;16,22;17,55;0,615826141;4,8845E-164;17,55
212;https://inversionesrpz.com/224/mayonesa-fergos-445gr.jpg;32,45;35,11;0,307818182;4,6563E-165;35,11
213;https://inversionesrpz.com/225/margarina-deline-500gr.jpg;23,18;25,08;0,430918896;4,4388E-166;25,08
214;https://inversionesrpz.com/226/margarina-deline-250gr.jpg;12,17;13,17;0,820764174;4,2315E-167;13,17
215;https://inversionesrpz.com/227/margarina-chef-sin-sal-.jpg;0;0,00;#¡DIV/0!;4,0338E-168;0,00
217;https://inversionesrpz.com/229/margarina-la-excelencia-15kg.jpg;0;0,00;#¡DIV/0!;3,8454E-169;0,00
218;https://inversionesrpz.com/231/coca-cola-15l.jpg;0;0,00;#¡DIV/0!;3,6658E-170;0,00
220;https://inversionesrpz.com/233/coca-cola-1l.jpg;0;0,00;#¡DIV/0!;3,4945E-171;0,00
221;https://inversionesrpz.com/234/gatorade-500ml.jpg;0;0,00;#¡DIV/0!;3,3313E-172;0,00
222;https://inversionesrpz.com/235/coca-cola-2l.jpg;13,92;15,06;0,717579023;3,1757E-173;15,06
223;https://inversionesrpz.com/236/pepsi-2l.jpg;0;0,00;#¡DIV/0!;3,0274E-174;0,00
224;https://inversionesrpz.com/237/refresco-pepsi-15l.jpg;0;0,00;#¡DIV/0!;2,886E-175;0,00
225;https://inversionesrpz.com/238/refresco-glup-2l.jpg;0;0,00;#¡DIV/0!;2,7511E-176;0,00
226;https://inversionesrpz.com/239/refresco-glup-1l.jpg;0;0,00;#¡DIV/0!;2,6226E-177;0,00
227;https://inversionesrpz.com/240/pasticho-ronco-250gr.jpg;0;0,00;#¡DIV/0!;2,5001E-178;0,00
228;https://inversionesrpz.com/241/pasticho-sindoni-250gr.jpg;16,22;17,55;0,615826141;2,3833E-179;17,55
229;https://inversionesrpz.com/242/pasta-de-tomate-coma-200gr.jpg;12,75;13,79;0,783427451;2,272E-180;13,79
230;https://inversionesrpz.com/243/pasta-de-tomate-coma-500gr.jpg;0;0,00;#¡DIV/0!;2,1659E-181;0,00
231;https://inversionesrpz.com/244/pasta-de-tomate-coma-3850kg.jpg;0;0,00;#¡DIV/0!;2,0647E-182;0,00
233;https://inversionesrpz.com/245/dalvito-200gr.jpg;38,23;41,36;0,2612791;1,9683E-183;41,36
234;https://inversionesrpz.com/246/dalvito-300gr.jpg;55,62;60,17;0,179588278;1,8763E-184;60,17
235;https://inversionesrpz.com/247/rikesa-cheedar-200gr.jpg;34,77;37,62;0,287279264;1,7887E-185;37,62
236;https://inversionesrpz.com/248/rikesa-tocineta-300gr.jpg;52,14;56,41;0,191574607;1,7051E-186;56,41
237;https://inversionesrpz.com/249/toddy-200gr.jpg;33,03;35,73;0,302412958;1,6255E-187;35,73
238;https://inversionesrpz.com/250/toddy-400gr.jpg;60,83;65,81;0,164206806;1,5496E-188;65,81
239;https://inversionesrpz.com/251/toddy-1kg.jpg;0;0,00;#¡DIV/0!;1,4772E-189;0,00
240;https://inversionesrpz.com/252/toddy-2kg.jpg;0;0,00;#¡DIV/0!;1,4082E-190;0,00
435;https://inversionesrpz.com/253/aceite-vegetal-ideal-400ml.jpg;14,98;16,21;0,666802403;1,3424E-191;16,21
436;https://inversionesrpz.com/254/caraotas-alvarigua-500gr.jpg;13,48;14,58;0,741001484;1,2797E-192;14,58
437;https://inversionesrpz.com/255/caraotas-venela-blancas-500gr.jpg;19,98;21,62;0,499934935;1,2199E-193;21,62
438;https://inversionesrpz.com/256/compota-natulac-186gr.jpg;9,99;10,81;0,99986987;1,1629E-194;10,81
440;https://inversionesrpz.com/257/crema-de-arroz-primor-pote-450gr.jpg;15,38;16,64;0,649460338;1,1086E-195;16,64
441;https://inversionesrpz.com/258/crema-de-arroz-primor-pote-900gr.jpg;24,97;27,01;0,400028034;1,0568E-196;27,01
442;https://inversionesrpz.com/259/crema-de-arroz-santoni-400gr.jpg;8,99;9,73;1,1110901;1,0075E-197;9,73
443;https://inversionesrpz.com/260/jamon-endiablado-plumrose-60gr.jpg;22,97;24,85;0,434858511;9,604E-199;24,85
444;https://inversionesrpz.com/261/jamon-endiablado-plumrose-110gr.jpg;26,47;28,64;0,377359275;9,1554E-200;28,64
